muse_id,musname,town,search_type,google_rank,url,valid,clickable
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,facebook,1,https://en-gb.facebook.com/GreenHowardsMuseum/,T,https://en-gb.facebook.com/GreenHowardsMuseum/
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,facebook,2,https://en-gb.facebook.com/pages/category/History-Museum/GreenHowardsMuseum/posts/,,https://en-gb.facebook.com/pages/category/History-Museum/GreenHowardsMuseum/posts/
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,facebook,3,https://en-gb.facebook.com/events/richmond-town-hall/coffee-morning/383125945502861/,,https://en-gb.facebook.com/events/richmond-town-hall/coffee-morning/383125945502861/
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,facebook,4,https://en-gb.facebook.com/WW1Yorkshires/,,https://en-gb.facebook.com/WW1Yorkshires/
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,facebook,5,https://en-gb.facebook.com/yorkarmymuseum/,,https://en-gb.facebook.com/yorkarmymuseum/
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,facebook,6,https://en-gb.facebook.com/john.obrien.796,,https://en-gb.facebook.com/john.obrien.796
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,facebook,7,https://en-gb.facebook.com/NorthYorkshirePolice/posts/last-week-we-unveiled-a-memorial-plaque-to-pc-norman-garnham-who-was-murdered-on/10156475100041070/,,https://en-gb.facebook.com/NorthYorkshirePolice/posts/last-week-we-unveiled-a-memorial-plaque-to-pc-norman-garnham-who-was-murdered-on/10156475100041070/
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,facebook,8,https://en-gb.facebook.com/craig.bailey.33,,https://en-gb.facebook.com/craig.bailey.33
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,facebook,9,https://en-gb.facebook.com/pages/category/Organization/Catterick-Camp-History-369617456386087/,,https://en-gb.facebook.com/pages/category/Organization/Catterick-Camp-History-369617456386087/
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,facebook,10,https://en-gb.facebook.com/people/Alan-Walker/100005164634833,,https://en-gb.facebook.com/people/Alan-Walker/100005164634833
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,twitter,1,https://twitter.com/greenhowards,T,https://twitter.com/greenhowards
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,twitter,2,https://twitter.com/GreenHowards/status/1289229354883407872,,https://twitter.com/GreenHowards/status/1289229354883407872
